,review_id,user_id,business_id,stars,useful,funny,cool,text,date,Date_Only,Date_Hour
651149,qw6asollpnux-jb3zYkTLw,2DJsi3XDZWh0_txVGzTAnA,DGoy4J8FKl9_84PEmD-M_A,4.0,0,0,0,"Great people to do business with.  Even when they are busy, you aren't ignored (like many other stores do).  I have had nothing but good experiences there, not to mention the quality of their clothing products.  I especially want to give a shout out to Lawrence who recently helped me with an exchange.  He found the last coat in my size in the country and had it shipped from New Jersey.  Told me when it would be in.  I walked in and he had it.  I tried it on, fit perfectly.  He removed the tags and stitching from pockets and I was on my way looking dapper.  Thank you Lawrence.",2017-12-01 19:31:05,2017-12-01,19
2644848,aeuOx24cG1BRW46u162dww,AcdFj8QxS-1SU-Njl00Wqg,e_RP9seodUIa_5RPsGk0bw,4.0,1,0,0,"Great big selection and very customizable. The milk tea is very tea-y; not the usual super sweet/super milky drink that bigger boba places serve. I tried the regular black tea based milk tea w boba (bobas were just a tad smaller and a little chewier) with 50% sugar and less milk and it was pretty good! Solid tea taste, something that Kung Fu Tea severely lacks. I also tried their pudding topping, which is sweet and tastes like butterscotch! Drinks come out pretty fast now that the opening craze has gone down.",2017-12-01 19:31:11,2017-12-01,19
896922,v7eW7i7znd2fdu3PgNSZlQ,DhXQaIHcb-g_6hzV56821g,3kUWjyRGWc_RUGDw9X3qUw,5.0,0,0,0,"Awesome breakfast and lunch!!!  Big portions and it's always clean.   
I love the omelettes.  I love going on a Sunday morning.  

Service is great!",2017-12-01 19:31:54,2017-12-01,19
2052934,pDlmPJsSt-mEqFnTTm27zw,iwkoNii9w7LK2tNQJ6UCug,UzFMMOQquPcFlAXVFChgnQ,5.0,1,0,0,delish!  I ate at ed's twice and tried 2 different dogs.  both were good.  ed is so personable and makes sure you get what you want.  I tried the polish the first time and it had good flavor.  the second time I got the regular dog with condiments.  yum.  will be back.,2017-12-01 19:31:55,2017-12-01,19
2353399,qta1kTbCAksv6aFOODtmww,UFUFYkD9lh08JiaXFxHroA,a13_86a424olOOcEdAasVQ,5.0,2,0,0,"Longest lasting manicure I've ever had. Gel nail polish usually cracks off my nails, but I've had this gel manicure going on three weeks, and still no chipping!! Definitely worth it, and will be coming back. Make sure you have cash, for tipping. That was he only down side, wish I could have tipped my manicurist. She was the BEST!!",2017-12-01 19:32:17,2017-12-01,19
2360527,bV-oOUSvta39p4NAWf1NQw,Fvv7PT8ipxMenWejkLbvMQ,7wE3lS36NKbYaVbCLDobIw,5.0,1,1,1,I was so sad when the one near BU was closed. But I'm glad this one still exists! This is the best falafel I've ever had. I love the endless toppings - eggplant and the garlic sauce are my favs. I always get a bowl just so everything can fit. Their fries (regular or sweet) are perfect! I would come here every week if I was closer.,2017-12-01 19:32:26,2017-12-01,19
2340770,c_9zN34j_ow6ZRQ1hyNUHw,A2a4mt66tBGTbClLlICYNA,ySBt4yATv7QAzSnWkvro8g,5.0,0,0,0,"We went here for our 19th wedding anniversary as this chain is a favorite in our house. Making online reservations was a breeze too.

We met the hostess and were immediately sat. The lighting was perfect as always and even with a packed house it felt almost intimate. Our server was so sweet. 

We ordered the seared ahi tuna sashimi appetizer and although the presentation was a little less impressive than usual the taste was on point. This is the best appetizer at any chain restaurant in my opinion.

We both ordered a special and they were delicious. My pomegranate martinis were perfect and came out within 5 minutes. 

They even brought us an anniversary cheesecake slice! Great job making us feel special.",2017-12-01 19:32:32,2017-12-01,19
1793726,NXK4WlY6NhjMXM_W9QOMwg,jZTbF8jlZ0_wGv_5onGkkQ,zoqikPkZTxbYKAwju3IyLw,1.0,2,0,0,"It's unfortunate that the service isn't as good as the food, was there for the first time last night and the service was terrible even though I believe I was being served by the manager. Rudely threw the menus on the table and walked away, didn't get brought waters or offered any, and the 1 margarita we got to order was our last because our server never came back to ask how our food was or if we needed anymore drinks.",2017-12-01 19:32:41,2017-12-01,19
2500103,61MUeRKyXz8oJVX2lEl-qg,VvC0o-ipycCZkIgDAGvCKg,GBCC-h7P97FfQe7X7DNH4A,4.0,1,0,0,"I came in for a late lunch and was pleasantly surprised at the great service I received.  There was someone at the door to seat me as soon as I walked in and I was not at the table very long before my server came over to greet me. 

After discussing several options I decided on the chicken nachos.   Wow - they were huge!  I order nachos often at many establishments, but I don't think I've ever had so much chicken on them before.  Delicious!

My server checked on me a couple of times during the meal without being overbearing.  The manager even stopped by to see how I was doing and if there was anything I needed.

I really liked the atmosphere.  I could tell that the tables were far enough apart that, even when full, it would not feel crowded.  I love their outside patio (even though it was too chilly to sit out there today).  I am really looking forward to coming back and bringing friends for Happy Hour!",2017-12-01 19:32:41,2017-12-01,19
1488659,KnGjKQklS3FuDCw9bhC2qQ,1sxDwQexKip1iSyKVeN3eQ,iqBhkl7GF_ttVG16jmBRzg,5.0,0,0,0,"This place just opened a store front after building clientele as a food truck. My husband and I got lunch here after seeing the excellent reviews it received and it did not disappoint.  I got a burger and it was possibly the best I've ever had. Staff was very friendly, and service was quick. Nice atmosphere and decor. I will definitely revisit this place next time I'm in Portland!",2017-12-01 19:33:16,2017-12-01,19
1004301,ldMKdcoE6hyjoDwKKfZ-pA,gd0oSRTWAyHnXPVg6fwacQ,lT9ZjFt1IvKgrnAzDSc5gQ,4.0,2,0,0,"A great addition to Clintonville.  I came here because I read about it on yelp and was not disappointed by the quality of the food.

Breakfast is my favorite meal of the day and they did a great job on my first trip.  I had a breakfast burrito with chorizo with a side of potatoes.  The jalepeno ketchup was unique and going to be one of my favorite toppings anywhere I go out to eat.

Restaraunt itself was clean, accessible, and unique.  The staff was personable, attentive, and seemed happy to have you as a customer.  

Only drawback I see is that is that the price is a little high for a breakfast, lunch, or brunch.  With that said there is no doubt that I will be back to try some of their other offerings based on what I saw on other customers plates.",2017-12-01 19:34:22,2017-12-01,19
1505603,ynAlKjfgPqUsE-EmIeq_ow,G95OtRemCFy8vyMXQn9Fjw,49KEePxtz8UdVzYQjAS-jw,5.0,2,1,1,"This was an uniquely awesome experience!

You know you are in for a treat when you see this converted double decker bus parked among other food trucks in a cozy neighborhood!

The experience only gets better when you go in and check out the tongue-in-cheek ""super secret menu"" that they have.

With names like ""Nectar of the Gods"" and ""Sounds like Trouble with the Cops"" and ""Mucho Caliente"", the only dilemma is which drink to try first!

We were waiting for the drinks when the barista said, ""Just go up stairs and make yourself comfortable, we'll bring the drinks to you!""

How's that for service?

In short, this is definitely a place I plan to come back to every time I come to Portland for my vacation!",2017-12-01 19:34:23,2017-12-01,19
2364422,ZNCOkKP0t4GjsgTPktNaaA,3MaWoxEikn0OQty3oNzbVQ,s8i-uQhfw9HSFIaBpi7giA,3.0,6,0,0,"I'm updating my ""formerly positive"" review of EOS after being extorted by the front office/management.  I transferred my Renter's insurance long before moving in, but noted I'd been charged for ""lack of insurance coverage"" in my rent.  I called Geico and they said NO ONE from EOS ever called to verify coverage.  So, I emailed my policy to Jason in the front office, and was told I was charged due to NON-Compliance!!!  Get this....
Fogelman Management, in MEMPHIS, has to be the address listed on your coverage, NOT the ACTUAL APT address!!  Jason states my daughter received a letter to this effect, but she said she never saw it.  WHY ISN'T THIS TOLD TO YOU WHEN YOU SIGN THE LEASE?????   I'll tell you why....I'm positive this is to collect an extra $20 per month per resident until the Memphis address is added.  It's EXTORTION plain and simple!!  Oh, and Jason says it's not his job to contact residents to let them know this, nor is it his job to contact insurance providers to verify coverage.  Thanks EOS!!!!  Your true fluff is showing!!!

I just recently moved from Melbourne (Brevard County) to Orlando.  Since losing my drivers license due to a medical condition, I opted to move into EOS.  
The location is superb and I can easily walk to Publix, Jet's Pizza, Lee's Nail Salon, and many other businesses.  Wawa is close as well, in case Publix is closed. 
However, there is a hefty price for this convenience.  I opted for a 10 month lease and pay $1650 a month for a small two bedroom/two bath.  This is far too much for any apartment and is a price normally suited to a golf course condo or rent for a private home.
Living on the ground floor poses problems with noise.  My bedroom is adjacent to the elevators and it's VERY noisy!!  I'm just getting used to sleeping thru most of it.  Car alarms and revving car engines pose a threat to sleep here too.
I doubt I will renew my lease here when the time comes unless the rental fee's become more reasonable.  
EOS's location is its greatest asset and all the rest is fluff.  However, the prices are far too hefty for most middle class folks.",2017-12-01 19:34:48,2017-12-01,19
2647137,mwLFBEjNmD8i4-hAVxkoqw,Lxcox6MZOgNEL01zzaCuzw,fCeCUUTEoAs92Tx9J0qwsg,5.0,0,0,0,"We woke up Monday morning to find that the water line to our refrigerator had burst and that our home was full of water.  Our insurance company sent out The Steam Team to help.  I can honestly say that the service, professionalism, and friendliness of the team have been such a comfort to us in the midst of an otherwise messy situation.

From the very first time that I spoke with Roger Richards on the phone, to the days that the crew spent in our home this week - everyone was so kind, so encouraging, so polite, and so professional.  A huge thank you to Roy, Kevin, Andy, Zack, and Alex who kept me laughing in spite of the mess and chaos.  

We are now loyal TST customers for life.  Thank you, thank you, thank you!",2017-12-01 19:35:20,2017-12-01,19
72049,sVeauNZsJByu9ihLhJiKUw,iwkoNii9w7LK2tNQJ6UCug,DzTMZidn1r8Z_UmU17IEmw,3.0,0,0,0,"I went to this target to pick up a recipe book that was out of stock at the location near my house.  I get to the customer service desk, no one else in line and it took forever to pick up my online order.  the lady at the customer service desk warned me that it would take time since it was a far walk for her and she had to find the product.  really?  not going to return for an online order.",2017-12-01 19:35:23,2017-12-01,19
69811,xnFHVX5wfVM27cdNTvxLdg,R0kuLBjMOCE4s3nlwsMzYQ,3cLBtLFiH8IRdlEy9S8RiQ,5.0,0,0,0,"We had the Cuban sandwich, and empanadas. I thought the cuban sandwich was alright, but the variety of empanadas were definitely the most memorable!",2017-12-01 19:35:32,2017-12-01,19
787201,-0ox1TSUg7cOiyi3T0Wxvg,vFXzZ1-RrdD1wwWLtt1nkg,_o6Re-ioaVitYMdpS4GZtw,1.0,2,2,0,I am so disappointed with this grooming service i had a appointment with my service dog scrappy he is very fluffy yes he had a little nots but is about only have to brush him wish the groomer a young lady sed that she sed that she needs to shave him all  imagen my fluffy dog shaved she is crazy my dog has a perfect hair to do a him a perfect profesional  hair cut wish the groomer is so un profesional that she wanted to shave him all NO WAY i will never recommend this place again sorry for them .,2017-12-01 19:36:09,2017-12-01,19
1209723,zfpE0Bh91zdlFErRifzXpA,DhXQaIHcb-g_6hzV56821g,Vnq-kO_VO-gLFM4ItffzzA,4.0,0,0,1,"We went here on a paint night.   Loved the decor.   

Portions were good and food selection was good, drinks weren't very strong.",2017-12-01 19:36:18,2017-12-01,19
1738995,8OqeTCGuA4xSwMH5FEKUMg,G95OtRemCFy8vyMXQn9Fjw,7VYxZqtwdYcb5ZM3XtswZw,5.0,0,0,0,"This is another must-visit for me when I am in Portland.

After indulging yourself with the plethora of food trucks and the vast selection of Happy Hours, having a ""Good Friend"" or one of their many other drinks really balance me out and makes me feel better.

Their drinks are so fresh and refreshing! I wish they open some stores up here in Seattle!",2017-12-01 19:37:19,2017-12-01,19
365521,h-qV5tO_wJ_0MHxC9sl_Bw,uBQdPBYYQRJCBxF2N2CC4A,7_q1IsPoR25clSoigtGmeg,4.0,0,0,0,"Great food, best Italian I've had around the north end. Prices not absurd (similar to other places, ~21/pasta) but it is cash only. Service is hit or miss. Sometimes they are friendly and completely on the ball, other times they are taciturn or downright rude.",2017-12-01 19:37:25,2017-12-01,19
1208332,d84l4tkni-PAFeQQhoRhGg,0PTObo98oUI4maiHAz1aqQ,PW9jWV4ldr3S9Lj0xZOC2w,4.0,1,0,1,"I ordered the Tommy Gunn ($11.50), the meat lover's sandwich with steak, pepperoni, bacon and a blend of pepper's and onions.

One problem, where's the meat.  As I left, I noticed everyone else's beautiful, stuffed sandwiches.  My wife loved her meatball special sandwich.

Not my day, no lottery ticket for me.",2017-12-01 19:37:26,2017-12-01,19
923273,O_OuOWmz5hDD66ZGmZlAzw,myaA86QcHKo_jEGrzrzvZQ,XDcKfH9EtDDRuh9aeonxiw,5.0,1,0,1,"So happy, always takeout the food

I love biryani there the pieces  are so soft and fresh, and butter chicken.Naan is soo soft i likeit. feel like quantity is soooo good
And people who work there are so friendly . 
My go-to place for indian food.",2017-12-01 19:37:39,2017-12-01,19
50209,mT8FVQ8E19jMmzSJ1BHaBA,671zuK2Cl01nqPfkRYQTlA,K7VQAJfjLz22smblH557Ww,5.0,0,0,1,This place is nice and comfy.  Neighborhood feel and friendly. Nice atmosphere and kid friendly.  Very clean and the coffee and treats are good as well.  Buy local and stay away from the other high price trendy aka st&&bu$ks.,2017-12-01 19:37:40,2017-12-01,19
841144,60dcNfELjRPuHY-7OjjoZA,jyjyoAYZo0ZhzRZ4HRh9ng,SKvAfH1X3q-VqODiYtJM3A,5.0,3,0,0,"Since I don't have much hair left, and I don't want to waste $20, I usually give my self a buzz cut. However today, to avoid the mess it creates, I decided to go to a barber.

For $8 plus tip, this was the best hair cut I got in recent times. Unlike most barbers who just buzz off the hair once and be over with it, this guy actually spent some time, making sure to do what I wanted. He first buzzed the hair away with a clipper. Then he used a smaller clipper for a finer cleanup. Lastly he used a razor to make the sideburn and neck edges. All this for a mere $8!!!

I highly recommend this place...

NOTE: This place is in a house on SE 88th Avenue, near SE Holgate. I walked past it and missed it, and began to think the address was wrong. I found it soon afterwards. Just an FYI...",2017-12-01 19:37:51,2017-12-01,19
2624925,hfrFMhWOE2c5mS7nbB6pzQ,9WT3q8KwCrzTwcKgaRoLvA,dXtEDLAu4QQyvu5ISmSPZA,5.0,0,0,0,"Dr Anderson was personable and explained in detail more information about my eyes, retina, and veins than I ever knew before. Fascinating imaging taken of my eyes which put me at ease to know my vision is healthy since my grandparents had macular degeneration and cataracts. The team was helpful, friendly and went out of their way to make the process easy and quick!",2017-12-01 19:38:04,2017-12-01,19
1872670,YQl0uH2g_Tk7OfHnOKT6xQ,tWfTbWRu5aS1KuRU7OXKBA,bxAUF6o3jmzbbqUbWKd5CQ,1.0,6,0,0,"Hi Rue, 

Thank you for responding to my review a year later. 

First of all, if you are going to post emails, post them all, not just the ones you feel paint you in a good light. As I said and never concealed, I did contact you on August 16, 2016 regarding my doctor's concern of the Zika virus in Costa Rica as I was 9 weeks pregnant at the time. I provided you with a doctor's note stating he did not want me to travel to the region and pursuant to the email you posted, I asked you what do I need to do for a refund. I never requested a cancellation. You replied that you will not provide me with a refund, as you posted. You also provided me with a copy of your ""Policy."" Again, I never requested a cancellation, I was asking you what is your process for a refund. One week later, on August 23, 2016, YOU cancelled the Costa Rica Trip due to the same Zika concern. Per YOUR ""Policy"", that according to you, is strictly followed, ""Anticipated refunds due to Just Trippin' Travelers Club cancelling your trip will be processed and released within 15 business days of receipt of written notification of cancellation"". To date, I have not received a refund. To date, the other numerous trippers have not received a refund. 

Secondly, I never said I did not contact an attorney. After numerous attempts to contact you to resolve this matter with no response, I was forced to consult with an attorney. You never bothered responding to my attorney either. Thank you for confirming receipt of his correspondence per your post. 

Furthermore, the Consumer Protection Division in Atlanta, Georgia sent me a letter stating they were unsuccessful in obtaining a response from you. I am not sure why you are saying you addressed anything with them. As you have a history of not addressing issues, I find it hard to believe you addressed anything with the Consumer Protection Division.  

Your response neither resolves this matter nor paints you in the best light. You cancelled the trip and promised a refund. To date, you have not provided me or any of the other trippers a refund. 

I will be posting all the emails I referenced above. Again I say, anyone thinking of doing business with Just Trippin' Travelers Club - DO NOT DO BUSINESS WITH THIS COMPANY!! YOU WILL REGRET IT.",2017-12-01 19:38:19,2017-12-01,19
2439628,FkR86YrRCcdlhg9CKMJpaA,6vxIg2CT-NjCGeN-rYpRpw,rMCru_r37CDSqXW6hWV9OQ,1.0,4,2,1,"I have been here and other location of this company  numerous time and enjoyed my massages. I had a membership as I planned on coming once a month. The last time I went in I scheduled a couples massage for my boyfriend and my self. Again we had this treatment before and enjoyed it. This time when my therapist picked me up she took me into the treatment room then looked down at my stomach and ASKED ME IF I WAS PREGNANT which I was not!!!! It was mortifying and embarrassing and I burst into tears. The women working the front desk was trying to apologize then said the therapists always ask people that before they start a service which is not true because I had been there half a dozen times and no one had ever asked me that. I work in the industry and if you don't know by now that this is offensive and inappropriate you need some lessons in professionalism. Needless the say we did not get our massages as I was too upset to relax. The worst part is after I complained to the front desk and they said they would follow up, I never received a call, email or anything else regarding this. If you are a women and you are asked tho question when you are not pregnant it is one of the mortifying things to be asked. I WOULD NEVER RETURN TO THIS LOCATION.",2017-12-01 19:38:43,2017-12-01,19
2326888,doirGzfJ3o8MxBEAIA7N6w,PfOo_Z7imr1M21_8OJaJsA,hqX9pVycG3csRwRTVX9tlA,4.0,0,0,0,"Cool and trendy place, good for food or a drink at the bar. The yellow lighting at the bar will make you a little dizzy but the crowd is nice and good looking fellas everywhere. I stopped for a beer, friendly service and quite pleasant.",2017-12-01 19:38:59,2017-12-01,19
1534943,918Z8z39H1iTzVkKnJYIXA,A4seaCtqOAfRtpOlUIbYcA,Qvow6MqlYLPnWgpcE-5CVw,5.0,1,0,1,"I have been, I am, and I will always be a science student and as such, I frequently come across articles and papers misrepresenting/discrediting alternative medicine without much empirical evidence. 

As it happens, I have been suffering from shoulder pain (nerve impingement) and carpal tunnel syndrome for over 3 years now and went through more than 1.5 years of physiotherapy without any success.
Needless to say, I tried Acupuncture, in spite of my initial skepticism, and miraculously been pain-free since the very first session. I still can't believe it. It does occasionally flare up (read once every 2 weeks or so) but doesn't last more than a couple of minutes. I will take that ANY day over not being able to sleep on that side or being unable to play with my one-year-old. 

Mr. Erik Isaacman, you, Sir, are a miracle-worker. Thank you!
Did I mention that he is a well-traveled man and tends to keep your mind off the needles with a stimulating conversation?",2017-12-01 19:39:38,2017-12-01,19
1358496,nqeW0wH4Y9bYO1KnMljvjQ,-qhBzqjSRoX5epby7pGqNw,BjWuVzH-vFvqH5oDI_qbCw,5.0,2,0,0,"Attorney Seaver's office should be the first call anyone unfortunate enough to have to deal with [DCF] should make, for any reason.
Wonderful, honest representation.  Kevin was very responsive and provided valuable advice for a fair and reasonable fee.",2017-12-01 19:40:11,2017-12-01,19
2032817,6CdmXwUDjpWgTR_htWlg1w,gkOUhPL49BKHeqAYJ-q2bQ,ybaRSr07kctF3zlMKZ7uBA,1.0,0,0,0,Ordered 5 x crispy bacon. Got not even close. Sent back and received dried out bacon .  Server not offer to replace the bacon.,2017-12-01 19:41:03,2017-12-01,19
87868,VDbSCmzNU103HcNrbgowMg,JVAEbFfTJ7AQJPF2k4KzxQ,PqdSkcG_kN4OtaFaiRWU_Q,3.0,9,2,2,"Well, the reviews are certainly a mixed bag about this place...  I'll speak to the food in a minute--for now, I must agree with other reviewers however; the prices are too high for many items.  (The ceviche is crazy fresh however and I don't feel it was out of line compared to our sushi bars.....)

The alcohol is going to cause the place issues.   I liked my wine and we had an Old Fashioned drinker who was quite happy.  But their menu is tailored to a Peruvian niche and frankly, the beer drinkers at our table were not amused.  Not only is the beer menu odd, but they were out of almost all beers!  Quit trying to be so Peruvian that folks can't drink beer here. Seriously!  This is such a big deal to us,  I subtracted an entire star from the review. Based on the food, I would have offered 4  =(

So the food.  There were several of us, and we tried quite a few dishes. I'll tell you about each, below.

* Chifles (plantain chips / blue potato chips / ají amarillo salsa)  -- a great starter for $ 5.  The salsa is magnificent, even if they were a bit stingy with it.  5 stars
*  Cebiche Mixto* (drum / octopus / shrimp / leche de tigre /  ají limo / yuyo / micro cilantro)  --- out of this world, and I believe a bargain at $15.  Much more (super) fresh fish than Mongers will give you, and it tasted better with loads of bright acidity and fresh seaweed.    5 stars 
*  Pastel de Choclo  (andean corn purée / sofrito beef / casserole)  --biggest hit of the night, suggested by our awesome waiter, Ross.  This is like a comforting pot pie, Peruvian style.  GET IT!  5 exuberant stars.
*  Pulpo al Olivo  (octopus / botija olive aioli / yuyo / purple potatoes / micro greens)  -- maybe I just prefer my pulpo grilled.  This wasn't as tasty, but it was fresh (even if not plentiful for the $14 price tag.)  I would not order again.   3 stars
*  Causa Nacional (chilled potato purée / pulled chicken filling / ají amarillo and botija olive aioli) --  a cold appetizer that I didn't care for, nor did 2 of the 4 others.  If you have a meat/taters kind of person, this might be their bag.   2 stars
* Pork Bao Buns (hoisin pork belly / cabbage slaw / ginger aioli) -- ok if a bit sweet, but the price tag of $6 is for one bun.  WAY overpriced --stay away.  1 star
*  Wow Cacao  (dark chocolate cake / dulce de leche / maracuyá ice cream)  -- nice serving portion and the cake was good, just not great.  The ice cream (passionfruit) was out of this world however, so it gets a slightly higher average.  4 stars

It's a great place, with plenty of free parking. But the alchohol list needs to be expanded and supply issues need to be worked out.  Right now, the prices are on par with odd duck.  The food is not quite there.  So, something's gotta give.....",2017-12-01 19:41:23,2017-12-01,19
55158,H5QDJj0VsqIK738XVo3OXQ,hLD5WSOF7KfkBSg4jPyEVg,uMRH_0ClIFshQmkPpoYLrg,4.0,0,0,0,"I am not a vegan or gluten free, and I really enjoyed the ""cheese monster"" sandwich. It is vegan cheese, bbq tempeh, tomato, and GF bread. The staff was very polite and attentive, would eat here again.",2017-12-01 19:41:28,2017-12-01,19
2051940,A_snM0raaM53-9_dGLe0sA,PfOo_Z7imr1M21_8OJaJsA,G83WoxmXuoAGCd8OVMKCvA,5.0,0,0,0,"Hands down!  This place is awesome. I ordered the carne asada plate, it's a big plate (really big!), everything was delicious Great staff, good customer service, very reasonable, I will be back next time I'm in town.",2017-12-01 19:41:35,2017-12-01,19
49574,987_EuSTOS4ImBfca3I_cw,uBQdPBYYQRJCBxF2N2CC4A,e54WzrGWxuQBlABMCfM3DQ,3.0,0,0,0,"Definitely hit or miss. Some dishes are really good, while others are mediocre, lackluster, and bland. Lunch specials are not that great. 

Looks fancier than the standard Chinese place and is slightly more expensive. Some dishes are worth it...others less so! Service is functional, which is good enough for me",2017-12-01 19:41:47,2017-12-01,19
2217147,ZEmYVhgvEGjkKm6IEDjrpw,eZ8QUrZ8xENjziaaRG6F5g,9aXK3sA5hyd8kIUJURSPIQ,5.0,1,0,0,"I needed a garburator replaced (a common issue, I was told) and I was very appreciative of the quick response from Derek (who I found through Yelp).  He was professional, reliable, had good communication, was very clear on what needed to be done.  It was a quick (45 mins), easy and painless experience.  He doesn't know this yet, but Derek is now my go-to for all my future plumbing needs (but hopefully not too many)!  Would not hesitate to recommend.

PS. Pro-tip: for those of you in downtown Vancouver, offer your service people guest parking if you have it. It can be a pain to find parking.",2017-12-01 19:42:13,2017-12-01,19
646376,kCuWIJlWrkv17qQxbwApkA,uBQdPBYYQRJCBxF2N2CC4A,-oun-dnrRXlaE0c3p0angw,5.0,0,0,0,"I mean it's slightly expensive, but what hot pot isn't?

The broth is just leagues better than the standard one at restaurants (50/50!) and the portion sizes are reasonable. Service can get spotty when they're busy, but if you want hot pot this is definitely the place.",2017-12-01 19:43:17,2017-12-01,19
2041140,X3tYobuwCYn6HZ4qM_yI7g,CgxRWY47Q1-9Tm6KjsgoZQ,_8vtC2Jo29HZwyNhQ3PWrg,3.0,1,0,1,"They brought back the octopus! Great bar service, spirits are terrific and fun vibe. Every-time we go to this place the hostesses are wildly unfriendly especially if you don't have a resi. Be prepared to get the stink eye.",2017-12-01 19:43:29,2017-12-01,19
1209161,5VDh085n9FXhp5aP41Ct6Q,vZ2EhFTlNbNzAArqMFcegQ,VQEmcn-iNKvInrfHaRo9Tg,5.0,1,0,0,"Rick and Aaron were great about getting my brakes and rotors replaced with better than the OEM crap that comes on my model of vehicle. I didn't want OEM parts because they wore so quickly in the first place. Rick advised me that the parts he recommended, he had on his own vehicle. 

They had the work done in no time. I had called around for quotes and they were right in the mix with the others. Everyone quoted around the same price, but the customer service was beyond with SW Automotive. 

This is not the first time I've come to them. Rick helped me a few years back with my AC in a previous vehicle. I will happily return to Rick and Aaron, even thought I live in Round Rock.",2017-12-01 19:44:35,2017-12-01,19
487458,KYud8UZNFTSDVxldPWDAsQ,n1pv2huAo_YoS_MyhlxzzQ,TwRYZmKEeVBgQzoTlTj8HA,1.0,2,0,0,"I have been a loyal customer of Jimmy Johns for many years but sadly this is where it stops. After placing my order online and paying for it online, I receive my lunch delivered to my office. I was very confused when the delivery man said I owed him money. I thought this must be a mistake. I showed him my receipt of payment and he calls his manager, Desiree. I felt very bad because I as soon as he called his manager I could hear her loudly yelling over the phone. She was not only rude but disrespectful. I asked her if I could just pay again online that way I could keep my lunch and get back to work. She said no that I can only pay cash. I was in serious shock. I told her that this was an inconvenience . She then answered by mocking me in a childish tone. I will not be back jimmy! And I suggest you do something about the poor management. 

Ps. The delivery driver was very courteous",2017-12-01 19:44:52,2017-12-01,19
1202889,h2MEUXa6KfF1Nr2Ka5Unbg,qcf3A5mtPntTmmSfADo6tg,OKsUKf67GoY4gxwGKgAR_w,4.0,25,20,23,"The main experience at this hub for Delta Airlines has been through layovers. I landed here from New Orleans, forgetting how HUGE this airport is, and had to ask for help getting to another terminal to catch my second flight. All of the staff were friendly and efficient. Some were better than others, but that is to be expected I guess.

On my recent flight from Atlanta back to New Orleans, I was initially not assigned a seat, which tends to make me nervous. But, by the time I made it to the gate, I was assigned a seat in an exit row (woo-hoo).

Generally speaking I am not a huge fan of flying when I can drive, but as this was a last minute issue, and I had no major problems with Delta, this was just perfect and led to little anxiety for me, which is always a good thing.",2017-12-01 19:46:11,2017-12-01,19
684241,mtPLWjipJSRDk_N_zTgwyA,g9emgv01jVYL4dnuu6iobw,67pksd8xRzzQLG4unH23jw,1.0,0,0,0,"Been going here occasionally for the decent lunch specials, but now they have raised the price by 21+% !! (From $7 to $8.50). So that's it for me, they are not good enough to justify the new price or the outrageous price increase.",2017-12-01 19:46:27,2017-12-01,19
1218443,mjc-lTQywtEalZIX9ZiCqQ,Xjz6aTJwxQ2yxC7WaITjLQ,p939XmvvrfYI18MHkucc1g,1.0,0,0,0,Don't go they it were hungry and looking to eat . We sat there for 10 to About 15 minuets waiting for anyone to come help us or even acknowledge our presence and nothing. That really suck cause I have been looking forward to eating there all week.,2017-12-01 19:46:52,2017-12-01,19
334351,1PuhnxgK8a_RECau32oRZw,t6998OIKB72hDTBNQtlLRQ,kewTCK1wPom72tGXf6p_6w,5.0,0,0,0,"There are not enough positive adjectives to describe this first class business.  My dog loves to have spa day at Katy's and I love picking up a beautifully groomed puppy.  The prices are reasonable, the service is sincere and professional.  When you walk in the door you feel confident you are at a safe place for your fur baby!  Thank you to the entire staff for the excellent work you do.",2017-12-01 19:47:13,2017-12-01,19
1462813,TrXc_S8dV3u6l4c81HoKGg,2cWPH-Xx_Ux3BiZw4u9_nQ,LgZJhO0Gv02Ouq38liYCYQ,1.0,0,0,0,"Nice lower end demographic club. 
This part of town has a heavy Latino/a crowd.  If you are into that this will be a good spot as a last resort.  But not the demographic myself or most upscale professional$ will care for.  A shame since the place has a cool design/vibe.",2017-12-01 19:47:13,2017-12-01,19
901990,LDTUVPKVa4RFwKCLviTUdQ,tB6JPAETb3X0k7fFK-1CeA,u2WFzepW5yFXzyU9T16xLA,5.0,0,0,0,"Great venue! Cool atmosphere! Friendly staff! Had great drink prices. Our group had a really good time, will be returning again!",2017-12-01 19:47:55,2017-12-01,19
53125,KyhLFCnoofeyam0OuFVs2g,KJiL8MMgFFxwLVw9PRl5kg,ecqjHw3jeEApa9eZ622hAA,5.0,5,0,0,Food was so good and service by Spencer was exceptional!  He was knowledgable and answered any questions we had with ease and honesty. Much appreciated!,2017-12-01 19:48:20,2017-12-01,19
1778799,Q3LbT-8sfvba-EMv4a15rA,FRYbhBJiwEuYy1V_PVYHgQ,AMCazFoXldQUKn6mnaycNA,5.0,0,0,0,"Sweet, quaint, and delicious. The food is tasty and incredibly inexpensive. Where a lot of places are charging a whole lot for a basic meal, I feel like I'm getting more than I paid for here. It makes me happy to live in the neighborhood and support the couple who owns it.",2017-12-01 19:48:37,2017-12-01,19
